867,831,912,2867
190,9132,612,8490
732,2525,614,7765
298,7962,293,6221
596,6939,9,6393
236,3144,82,5959
728,5199,562,4006
290,6768,227,4302
137,104,283,6636
412,2361,492,9470
359,1250,760,2983
718,3696,145,5072
902,7873,327,716
35,6176,986,1925
116,3010,991,4888
811,6204,400,1242
416,9615,100,3030
309,689,166,9956
132,2969,632,1991
381,2903,112,1059
740,4174,475,600
7,8814,886,9888
749,7490,444,5745
153,1843,554,1872
558,9351,878,7283
37,8618,589,3504
769,2679,883,4743
220,6067,526,2664
18,5158,123,5411
811,3830,554,443
38,290,878,53
553,3881,484,5507
934,1380,877,4631
375,1398,606,6118
385,6479,669,7820
670,5303,270,5189
156,4845,963,3855
604,9020,378,5338
557,5799,144,6904
663,9377,763,4487
899,6315,278,8712
351,5019,589,8235
40,373,264,5593
280,4425,453,333
303,6665,678,6864
397,7892,393,961
477,1412,590,2653
333,1793,995,5856
643,704,691,3496
162,2299,782,6177
770,2814,106,6803
885,4027,407,1717
917,1755,679,3980
867,7378,508,8564
706,9629,348,7817
178,4443,960,2466
129,8117,578,7755
787,2076,285,190
578,5517,262,3646
250,3555,431,8847
179,121,141,7765
305,2378,647,3863
784,6631,151,5631
728,9268,61,6146
128,1296,55,6710
87,5440,797,5589
862,5191,328,8973
850,8387,51,5009
45,6454,553,9023
596,8959,902,2430
531,918,354,4228
556,5057,256,7586
886,693,252,3501
58,8844,707,6026
33,959,405,9653
10,256,365,8189
847,3271,881,5456
927,8295,716,814
623,4780,433,2108
865,3556,579,1128
630,5831,127,4196
567,4948,883,689
687,3513,904,6153
69,6334,378,6057
654,7775,832,5705
527,884,95,9802
399,9487,393,59
339,706,323,2487
772,8602,652,5326
379,460,216,7263
620,6314,381,4767
888,6113,310,5608
524,4275,186,4961
79,2460,65,8950
601,6947,349,9076
239,5631,107,5971
844,9379,621,7664
937,9015,760,9766
444,3109,144,7817
102,4381,236,3342
471,6677,484,7834
980,9361,871,4070
800,9547,153,3788
681,2863,729,2880
473,4933,848,9006
678,9163,261,9452
883,4798,350,5563
68,102,713,6464
73,9244,473,89
458,872,956,4222
649,9307,769,3766
516,3397,423,6563
801,244,856,3067
989,4683,924,4100
133,7082,114,4331
22,4912,377,9072
39,8361,213,6578
532,3045,30,723
174,7912,930,2103
117,4391,314,8782
583,6581,17,5628
106,10,177,7794
254,4749,112,9034
575,5886,640,452
422,1635,53,984
654,5708,383,2007
652,9573,543,5523
983,1208,349,6263
143,8876,544,436
67,1646,536,9914
218,2282,605,5583
315,3334,250,3631
832,5291,91,7056
373,8257,68,9696
359,4086,324,5405
551,8235,294,9489
845,6795,568,4121
130,4665,124,16
342,4629,892,380
503,1786,242,1573
667,8903,926,2589
437,6872,144,6737
67,3408,237,6698
176,8405,263,9920
173,1337,373,2748
19,624,938,3944
20,7123,137,2406
167,6271,518,4586
569,8426,991,9492
513,9573,193,6878
12,4903,567,5038
911,9595,629,2984
148,5111,828,6452
339,3399,822,9223
609,2727,384,8881
646,7066,160,9826
664,1961,19,3897
701,9051,81,683
846,9053,981,1756
752,1615,268,6910
364,4635,855,9347
581,6290,668,5456
849,325,294,3376
537,3373,620,2961
563,5719,799,2224
367,5104,997,3820
230,6424,339,1561
254,1846,840,3556
298,3480,460,222
238,8949,551,7655
136,338,662,4808
379,1021,56,7468
13,5417,455,2828
112,3206,441,4598
702,156,382,1881
45,2404,172,4272
122,8371,495,8520
450,164,740,9040
283,7729,956,764
505,3550,118,7718
508,6930,29,6434
671,7970,297,3771
83,8524,329,1103
706,541,494,5861
136,3439,626,2038
532,339,119,5007
532,2343,749,3473
518,7444,955,771
771,4262,719,5541
933,2745,584,5489
266,1276,248,8608
361,453,136,8871
824,5537,107,3564
728,6310,892,6568
416,8391,812,6459
991,4147,75,8311
542,1242,392,1930
657,5165,515,1323
125,497,872,3568
933,4799,14,8826
191,9596,573,3694
267,3968,279,7664
460,7749,349,5726
791,6478,898,806
256,1473,940,309
252,6835,822,2733
585,6190,219,2018
58,6689,118,1410
815,1396,165,4479
345,5111,451,8298
370,9574,4,9741
923,9003,635,1940
79,256,104,3705
493,2735,573,4860
747,9224,631,8107
957,6782,882,6131
965,6734,269,5603
765,2909,629,2490
488,9261,894,6653
406,7260,803,3382
942,1930,350,5947
174,6516,300,9562
701,4274,424,4431
370,41,55,3122
966,9757,939,4096
564,9847,881,8404
720,2783,230,4081
317,2967,174,6174
233,7427,173,1295
875,5528,574,5325
101,9312,712,5857
860,9367,969,8290
308,1478,523,3864
585,8874,507,9644
680,7535,856,5070
755,9710,248,1650
788,8192,30,8457
329,9022,360,1815
21,3335,989,3126
664,4285,188,8903
36,972,671,8768
576,4184,294,6022
10,5170,264,9448
85,5558,757,2485
827,180,823,8108
643,7849,574,1310
99,5914,330,1826
665,2989,619,9413
339,3108,85,8219
519,8870,304,1847
268,7979,507,402
455,9939,208,7867
954,8948,195,3036
134,7471,956,7605
666,6062,708,3976
324,2972,4,2176
115,5440,592,3614
191,5032,171,5441
233,3742,68,9169
236,9065,758,7049
397,1987,126,2607
606,7730,853,8833
749,9270,933,1213
268,6894,753,300
290,5159,949,4589
143,6161,644,6314
532,3184,520,3177
929,4812,307,4177
960,1205,765,7143
886,6072,375,9780
426,7382,835,5172
598,1623,39,6206
915,7082,214,3275
897,2807,286,7077
699,8596,249,6765
153,2144,91,3401
215,8191,82,8520
275,1171,100,9059
332,8531,50,3123
149,1451,121,8793
257,7119,33,2157
689,9693,119,1254
185,8846,141,4546
216,3641,89,1604
166,5973,475,2440
488,9880,992,115
934,8144,228,8091
710,4605,108,4432
978,1370,826,7095
428,6118,313,2193
49,5299,47,2748
379,1626,523,5062
985,9913,188,4201
217,1067,505,855
910,834,47,6003
773,1235,589,1977
456,9742,843,9484
309,4168,641,571
129,7079,972,5902
734,9161,387,8195
276,5921,32,4271
724,880,713,8067
687,4300,910,1901
717,8207,878,5368
745,1567,10,1697
657,5605,571,3942
356,5356,159,1517
964,7000,206,6367
227,9809,634,9248
914,7739,885,1275
981,8706,990,2238
474,8215,971,7423
264,7618,682,4362
180,2114,58,1240
374,8745,76,6573
18,1053,823,5246
123,2892,929,8141
754,2271,601,8675
500,4297,201,7193
849,3805,154,6643
992,1290,671,4346
337,2340,803,9316
547,8655,359,3633
123,4042,876,6917
150,6038,406,8397
989,3330,193,7104
864,2853,629,9060
798,3958,677,9913
943,9019,598,806
940,2269,331,6190
559,3060,61,1614
844,9556,951,5383
105,9140,487,7362
970,6374,145,5845
708,7256,941,5120
660,8294,153,788
776,7978,266,8289
402,1602,107,1066
334,1163,392,1704
409,1119,613,9639
264,8905,951,8081
539,4161,756,2709
822,3144,790,4020
335,8289,778,40
103,3946,959,737
919,4279,618,4445
100,2697,183,2274
204,943,929,9787
800,4905,258,5006
316,8037,63,8422
633,6777,203,2850
20,7195,508,9209
584,5520,410,7944
302,4047,179,9721
869,9201,827,7313
252,1000,161,1655
435,5705,805,380
890,9655,430,8811
337,6878,776,2319
55,1432,474,9931
711,5791,981,7386
804,5264,577,1236
189,6152,250,1017
251,3774,247,3517
871,4189,419,8784
560,7068,396,5305
66,7291,393,7230
795,5148,1,2627
568,1308,286,9580
828,7661,769,33
904,9905,767,493
901,1685,512,9570
558,1079,88,5054
51,7462,199,9458
937,5237,43,3156
669,9083,45,4611
615,6618,425,2322
987,4585,31,2676
58,1840,142,2866
799,8896,464,7259
262,493,761,6713
903,6170,785,8748
968,2399,681,5717
128,6248,162,7697
464,685,728,4816
508,6154,406,3873
399,1786,476,8476
845,3685,755,3115
489,5443,248,3430
647,2315,263,8025
108,8781,671,644
673,2729,83,496
791,5242,297,6217
764,7634,795,9580
563,530,948,494
394,6710,108,4470
765,4428,908,4632
311,2495,141,6831
313,3988,34,8214
179,1776,470,212
296,1364,96,5826
318,7334,323,8505
322,5261,674,3341
866,9977,832,4960
956,9868,846,3204
301,7577,758,9665
547,3032,564,4815
595,9250,973,2097
687,4335,431,1342
447,5130,64,3021
568,5854,306,3740
987,6160,3,9549
556,328,779,8286
714,109,695,3059
670,4155,763,7122
589,5188,125,7195
528,2272,236,8770
659,2386,110,4955
842,7738,985,5296
646,9568,457,5234
255,7283,656,506
932,8622,20,2778
599,2131,99,2469
268,6712,649,8823
943,1147,250,4978
500,3330,459,4439
706,4787,314,1933
585,1117,582,1265
235,9330,689,5371
751,3361,793,7000
872,740,446,2761
444,2483,727,39
592,8979,541,2722
73,3358,769,8101
77,8672,353,4039
752,4811,861,464
691,1880,40,9221
22,6203,130,5987
678,2609,498,9061
786,4841,145,5265
911,1964,634,5621
68,554,301,8553
936,9170,155,2529
294,4846,387,6402
426,2409,923,6734
846,3886,874,4894
174,9182,234,5243
458,5373,164,5720
865,7066,676,5728
161,6026,779,5927
637,2831,666,8320
600,4906,772,9915
686,9434,517,8536
82,1663,999,7789
834,6160,307,2319
71,7237,340,8880
256,1010,455,3622
637,9217,78,1652
425,4363,772,7959
193,914,620,3247
50,9742,74,9304
839,9442,91,1988
695,8122,600,9958
517,9012,580,6350
313,2088,215,1100
476,3797,436,6035
137,1769,701,2779
974,8684,342,2707
866,298,311,1377
449,3883,442,2647
754,9697,589,9604
593,1789,866,340
537,4847,617,5574
449,536,239,1736
695,4349,623,2448
259,4074,55,5177
802,9217,334,4520
122,3678,354,9563
645,2136,934,5741
391,502,32,7624
354,2059,144,711
201,8751,692,7527
209,7964,568,2042
867,3586,355,8679
582,1543,750,1889
577,1855,93,1522
94,9139,224,8756
58,9297,739,1148
393,8624,360,5012
575,9326,895,2276
913,457,580,5276
10,6518,822,2320
841,4913,760,8623
152,7617,888,34
807,5511,653,3118
751,6691,630,8310
675,4643,318,9457
280,5482,315,7587
253,9880,485,4906
877,2971,868,8280
817,6370,986,2999
251,1562,999,6142
958,343,988,7279
473,8417,495,6761
658,6776,293,6737
855,5941,973,7833
567,46,857,1178
312,3413,440,611
505,2847,743,5613
815,5836,46,6618
126,6808,382,4298
997,8157,672,9706
916,5122,545,7673
865,9492,609,2488
565,9823,43,3790
710,6920,999,9717
949,779,923,9364
816,381,600,2298
106,1885,321,9604
78,5164,238,8731
603,4741,54,2045
505,9242,563,5046
994,7053,687,1787
435,9096,773,6226
761,9514,43,3825
305,2479,91,5794
368,810,528,5008
105,577,605,9650
965,9046,817,9184
28,8269,399,454
265,3518,858,8036
564,7721,750,8911
66,6561,1,9464
855,375,969,1351
19,7940,527,5268
465,7922,600,3297
284,6072,877,6759
581,7664,536,1020
112,4390,479,6094
149,8079,949,1871
154,3923,787,6252
421,201,486,3260
238,9502,938,898
387,4194,93,2862
166,2031,566,7430
273,4214,868,1788
250,8856,962,7069
161,2494,320,5766
254,4389,413,6722
895,1689,848,2644
111,1949,126,3534
275,6885,670,8060
262,7744,481,7344
300,357,253,6139
483,6184,256,884
549,6713,433,2088
82,2554,34,702
323,3419,801,6453
865,308,62,4845
460,654,48,2191
439,5998,368,9802
833,4831,423,7211
998,8235,275,9992
84,502,284,6761
506,4983,357,7075
618,6851,71,2243
680,5783,823,9747
674,8178,479,8748
527,5438,697,2520
140,73,232,2386
921,3892,49,2205
267,5079,63,2317
162,5918,885,8294
194,1781,875,1392
88,8891,372,9652
770,646,518,3605
665,1731,784,2893
2,1128,362,9811
295,888,878,3270
205,3953,852,345
719,9430,675,4619
383,5044,532,8113
348,7124,736,9891
808,5132,50,5008
232,7969,303,3086
231,4254,922,9874
28,362,868,9384
535,7768,417,3328
443,4400,525,4629
229,3478,253,2427
418,164,642,8116
503,1625,303,80
626,3293,476,5951
206,5040,556,3315
916,4350,953,391
92,6193,920,5942
123,7715,38,4649
614,3645,321,689
485,3153,547,6061
635,577,713,1704
258,747,411,771
979,2561,140,2395
979,6825,392,8326
273,9358,613,207
588,4880,274,2683
169,5007,117,3735
209,207,313,8496
521,5512,316,5711
220,6061,230,7007
211,5063,293,1404
173,9550,886,426
257,2563,38,9279
224,4381,350,1134
800,5262,869,8929
122,8817,439,1090
797,2642,619,6534
412,2025,475,2582
42,613,772,2124
174,2434,342,3702
217,5254,501,9562
212,3805,445,7687
711,1839,900,771
84,6267,594,8166
154,2707,316,1426
926,8371,5,8158
723,1983,85,5918
74,8568,84,2224
741,9482,703,4165
589,773,171,6041
403,7446,312,5409
195,3282,236,6657
797,2526,345,4904
414,7246,512,2424
667,2984,988,4293
909,4836,588,7722
832,5347,936,2098
541,5640,757,2794
984,823,451,1824
228,2393,235,3607
961,8905,150,6331
840,8670,313,2571
69,789,93,1640
747,2491,546,5736
182,5236,204,8695
18,6171,886,8763
689,7910,466,8803
345,2724,466,7035
283,9414,825,8558
384,760,339,921
542,9707,819,72
552,720,347,4143
724,8434,846,7175
326,6817,834,2947
658,3623,409,1294
399,3960,166,483
991,5531,260,3479
618,5343,802,8887
266,940,403,922
721,4648,458,7091
342,66,323,5206
159,5374,597,4436
808,8765,659,9845
274,1321,562,6320
351,890,76,4042
890,1992,907,6969
963,6509,897,8467
280,2678,412,632
975,4998,743,5320
327,4247,91,611
311,8238,902,8476
46,7833,850,1801
130,5544,205,5753
332,8390,864,8290
584,4690,929,7462
522,4750,692,5393
532,7843,718,194
852,8143,289,7891
746,4508,180,5639
136,3150,914,5760
410,8857,67,4906
668,2637,311,5735
211,6783,102,9271
187,8869,221,6483
728,3453,148,4614
353,2859,3,1466
822,2381,745,7259
442,6012,335,5225
723,7585,585,5215
350,2018,748,6955
736,7288,158,986
192,6782,518,1377
960,9736,796,3258
977,365,731,281
342,787,987,3802
305,1366,787,3754
250,3540,852,4830
847,6408,713,3923
244,5409,827,8547
851,766,328,2209
991,1096,331,5969
210,9580,215,8311
39,7763,261,8490
266,6672,85,7653
563,9958,688,1754
257,3556,524,3187
323,5373,633,5558
297,9432,641,7924
506,9601,565,6143
455,8026,458,4726
300,6914,338,4942
887,8271,254,7710
497,3931,681,2471
729,5353,224,5950
792,5378,206,3400
503,1936,180,1793
108,9479,918,2152
332,9995,992,6699
410,5298,111,5146
325,6934,316,2459
624,2006,347,5209
555,1515,434,6281
839,5347,180,3388
975,5803,326,9594
74,7581,449,1745
381,1139,670,8409
36,103,968,5923
129,5370,986,3166
445,5501,601,3701
308,6015,540,1848
334,4259,153,7525
527,1261,817,7748
87,8937,451,7724
901,8615,806,9845
583,3911,480,1115
317,4782,892,4139
828,7218,408,9357
174,9976,436,9951
598,1703,799,4010
769,9320,715,370
544,1917,144,2143
258,4955,279,1939
679,5221,540,3224
47,6214,607,2871
928,3291,388,1927
518,7451,710,6209
661,8995,410,8620
163,5298,479,6137
489,9438,524,7997
839,5602,546,4198
751,277,737,5356
257,7303,190,6438
654,9130,657,8694
289,3883,620,306
559,1820,176,2624
551,1615,730,6909
61,6128,371,7674
848,3008,573,7731
219,26,712,4381
257,1924,309,444
849,2388,626,7566
169,8396,292,9800
927,6084,115,9402
363,626,479,1569
632,584,112,7146
569,8858,99,6174
128,394,952,4398
530,786,464,1516
134,845,220,9651
4,5251,577,7461
834,9759,56,2047
481,3903,506,6218
47,7240,552,433
222,6499,200,8490
450,7559,644,7764
183,3972,140,459
112,2841,219,4778
132,7107,248,3853
251,9011,675,5090
431,731,335,7692
310,4277,935,2644
475,687,273,4140
476,3846,223,4673
734,4430,300,4493
236,9932,963,5557
295,4881,747,5334
935,8291,168,1927
400,8457,227,4379
24,3842,689,2341
548,2819,656,7416
586,9564,54,3946
66,2469,388,7445
277,8314,240,874
391,8464,680,1746
74,8499,154,1650
408,4765,361,4954
169,1957,913,1546
437,3602,499,4145
697,3563,365,8596
318,4028,97,2552
624,8951,365,6028
570,5796,563,5077
750,4518,878,9815
722,3692,981,637
799,2497,972,3302
970,8513,742,7564
733,8936,799,7314
232,776,694,8745
721,2822,615,3119
411,5634,142,1461
938,818,328,3211
124,5322,83,7386
955,6393,703,7693
576,7859,452,2909
593,1895,522,616
547,3036,935,5901
683,7581,794,6455
141,5837,207,6708
784,3721,188,7616
601,9225,472,1475
163,1267,371,2851
401,6924,225,4823
682,6731,48,1146
747,4669,960,9928
114,6622,506,5368
6,7242,201,854
188,9856,245,4972
765,3472,655,4076
955,737,383,7933
442,7201,697,7135
579,4906,926,9580
548,2541,350,4110
691,7678,507,7463
905,4812,456,6113
787,459,209,5426
588,5488,700,2059
799,648,773,141
447,278,64,8153
89,7383,143,1859
449,6067,292,2994
58,3010,760,3046
242,6264,625,3830
409,3615,458,7846
154,1199,44,482
825,2141,58,1145
757,7405,955,1976
967,7573,33,7553
328,512,22,6185
26,8172,94,5275
988,7025,151,3100
233,3293,853,2508
434,5201,202,5781
256,6226,450,7412
918,7260,69,4385
970,2938,550,3212
20,6730,81,86
439,1441,577,6201
69,8075,182,3781
296,4444,349,4952
786,968,26,3482
270,748,425,4530
423,6551,226,4872
806,6248,459,1303
777,2773,671,5086
159,53,716,2052
552,251,451,7526
177,1359,208,8367
821,4811,441,8354
687,4127,731,4503
573,6113,127,3936
238,3748,188,2374
659,3812,358,693
891,2508,677,8065
457,3060,480,2403
88,1962,600,2676
887,4443,793,9108
224,670,195,8919
626,7150,463,2190
742,2034,589,1054
910,7595,514,5982
89,8633,966,8082
724,1034,3,6335
147,4560,218,8378
685,2254,40,3762
836,8207,878,7799
211,7555,94,2837
371,8182,609,3249
270,5375,877,1774
917,7474,140,3581
205,7298,760,6847
747,3223,338,6279
729,3064,122,9425
64,9861,192,5130
485,1891,337,6778
929,484,389,7445
160,2147,797,6233
762,4826,923,1236
816,8192,913,9750
831,7377,883,6559
120,8459,593,181
816,7331,237,6563
490,643,907,1217
187,544,157,2476
910,475,526,3139
229,5892,806,9789
841,1590,500,4010
321,164,427,900
398,5758,211,3841
23,4671,656,6504
272,8533,624,9950
117,8686,493,3052
573,4444,730,3583
322,165,306,7339
380,2634,733,3788
845,882,708,1259
887,6930,67,458
514,8971,398,60
242,5760,828,3508
628,3554,560,4584
257,6506,879,4801
403,5202,292,5234
669,7616,686,3971
1000,7136,443,8985
351,9581,678,2403
868,9788,995,9796
891,9238,851,9096
444,5839,188,6580
798,2439,80,9855
463,6269,541,4151
360,1755,661,977
949,9314,835,2465
139,5187,790,7154
137,9126,819,1122
817,5819,906,4157
360,795,27,8997
777,1098,201,7019
40,1115,156,6764
729,3247,701,1643
145,9228,786,7703
61,6550,161,5288
495,7325,81,1420
974,4579,565,1496
533,7576,618,3501
996,4148,39,969
810,736,196,7207
621,257,306,3748
288,2978,210,2959
338,4413,978,6604
855,2341,403,3332
472,9315,582,1549
438,7372,308,530
716,2235,117,8399
890,5264,744,3467
838,6068,601,9201
37,9736,240,3613
574,3273,198,6032
728,4930,827,7328
426,4703,739,5520
272,9305,655,1127
350,6802,943,575
388,3023,869,8332
569,7181,469,6982
372,5697,296,3797
334,9072,360,3081
867,4392,350,2771
296,649,375,7300
374,7828,917,1872
204,2798,785,3293
491,6592,583,9758
258,2271,242,1447
18,1251,94,8252
508,5142,948,8378
439,6699,543,6626
101,568,166,4493
685,6001,627,129
859,7858,312,5535
523,3929,345,3301
806,5854,316,519
851,1424,709,2709
638,142,6,8329
813,1294,860,8783
767,6765,669,7409
280,7684,69,494
960,9795,399,9975
169,1773,48,1270
919,1999,80,58
610,3198,690,4627
22,6844,3,4039
876,5815,455,8671
233,8814,862,8786
532,6433,310,4267
917,8676,98,8681
849,4239,417,2179
386,2741,641,7174
427,1631,465,9628
26,1141,950,3899
22,2056,213,1191
103,8351,520,8917
460,4123,724,2013
920,2617,182,6074
558,4644,533,6930
316,7365,179,8893
292,1912,966,5572
932,3788,531,3127
255,934,530,1226
117,9299,516,4205
357,6536,833,4551
91,7351,142,2478
677,8737,619,8806
535,4626,27,5188
46,3741,732,5981
346,5893,79,4272
796,9510,649,7484
399,6542,968,9231
435,2059,706,1629
828,4913,414,6825
17,344,46,6675
849,7728,20,1006
144,2,177,1116
678,6325,556,1033
265,650,816,7617
177,5428,15,3199
617,5591,490,7139
413,5164,706,2654
823,5726,361,5661
380,4820,818,5360
283,4939,903,8390
942,32,985,2903
137,6647,865,3613
743,6890,21,1776
299,2050,567,9309
628,4667,959,9618
322,4807,89,7241
550,5073,793,9422
694,4732,963,430
389,2056,687,686
128,4401,745,7525
773,820,479,7783
199,4942,123,2975
284,5698,704,4633
159,4759,242,1529
249,6636,406,6267
411,9593,928,8840
934,9635,684,6225
851,220,68,5708
239,4117,87,6328
222,2784,827,3998
289,6134,705,5830
617,6946,847,6163
947,2872,36,5036
86,8134,196,2904
487,7285,218,1253
638,2411,997,4213
89,4161,611,8918
374,9644,219,2109
750,1354,351,4398
21,6091,766,6426
230,1418,839,7685
260,1366,513,9394
171,7265,880,9630
748,6196,57,934
999,9789,839,2838
739,7174,422,8735
313,6211,973,4500
631,5512,945,5746
264,5988,692,8265
752,9103,276,8267
638,5739,983,2223
394,3833,684,9842
117,4044,558,5852
848,6306,354,9610
477,4292,975,6749
418,9291,373,4607
588,3837,877,4925
815,3283,569,1349
35,4312,381,3421
35,6944,50,94
175,9842,524,8059
18,3012,713,4930
742,9138,129,5981
690,3098,285,3477
461,8662,680,4309
813,6279,747,8550
360,907,573,6636
660,6747,631,876
722,5652,21,8136
180,2912,768,5369
199,5583,440,6232
76,999,735,505
145,9990,721,2324
605,1663,287,1777
816,3321,963,7791
872,1216,934,9362
592,8549,189,9431
979,3593,162,1060
542,8338,471,2849
876,9287,805,7821
667,9886,379,1087
867,5487,473,9082
559,6581,476,2395
724,7185,84,8866
446,3770,57,1387
10,1189,389,2776
870,7164,186,1677
125,2526,556,2615
935,1684,241,3865
708,6251,477,6389
745,9459,75,3300
299,7747,621,2002
601,2454,284,3529
734,6550,115,2424
323,4707,366,9967
563,5664,784,8570
928,2267,714,6328
220,3623,671,6870
18,8312,124,6509
986,6362,581,6741
403,8590,667,8420
362,8257,881,5752
289,1867,126,8956
612,2145,749,3018
700,3656,999,4846
30,439,698,9666
894,5607,227,6859
21,714,720,5583
425,1573,352,4482
587,7243,651,8956
12,4871,662,9928
233,5253,70,8107
230,8286,118,5567
847,623,76,4364
697,4837,741,2690
494,9767,313,5061
904,9599,705,8597
637,1766,141,2904
72,2603,802,4646
65,6400,56,4978
370,5218,834,5264
834,514,127,8599
279,117,117,1205
452,9620,525,4569
714,8801,49,6001
947,5767,890,8560
745,9404,895,3052
653,2998,567,1825
420,167,207,5525
92,6934,335,5881
700,3115,975,3769
801,5271,632,129
229,2270,653,7131
385,6882,519,9081
107,2461,872,603
724,3274,999,9694
144,9169,762,9666
432,1357,274,9238
636,7372,952,945
737,7522,757,2064
891,6586,832,7159
740,1227,672,7702
963,8450,929,1130
919,7970,932,2972
290,5125,798,1226
923,4605,58,9680
